speaker	gender	file	t	word	vowel	stress	duration	f1	f2	f3	f0
fblv0	female	sa1	0.2975	SHE	IY	1	0.0900	476.2	2635.3	3133.6	251.5
fblv0	female	sa1	0.4675	HAD	AE	1	0.0900	546.0	2178.3	2953.2	221.1
fblv0	female	sa1	0.6225	YOUR	UH	1	0.0400	470.5	1868.0	2303.1	193.6
fblv0	female	sa1	0.8175	DARK	AA	1	0.0700	741.3	1587.2	2416.2	189.8
fblv0	female	sa1	1.2325	SUIT	UW	1	0.1600	391.0	1871.3	2589.2	188.7
fblv0	female	sa1	1.4325	IN	IH	1	0.0400	384.9	2491.9	2674.7	175.6
fblv0	female	sa1	1.6675	GREASY	IY	1	0.0700	437.3	2430.2	3000.6	212.1
fblv0	female	sa1	1.8575	GREASY	IY	0	0.0700	420.1	1727.2	2585.6	219.5
fblv0	female	sa1	2.0225	WASH	AA	1	0.1200	728.5	1375.5	2411.2	181.9
fblv0	female	sa1	2.3475	WATER	AO	1	0.1100	734.7	1585.3	2560.2	173.5
fblv0	female	sa1	2.4925	WATER	ER	0	0.1200	575.8	1550.3	2019.9	95.0
fblv0	female	sa1	2.6025	ALL	AO	1	0.1000	741.1	1205.2	2981.3	183.8
fblv0	female	sa1	3.0025	YEAR	IH	1	0.0400	592.1	1782.5	2263.3	64.2
fblv0	female	sa2	0.6575	DON'T	OW	1	0.1100	660.5	1666.6	2683.4	204.1
fblv0	female	sa2	0.8525	ASK	AE	1	0.1600	802.5	2019.5	2867.0	199.7
fblv0	female	sa2	1.1775	ME	IY	1	0.1100	399.4	2486.6	3375.8	194.7
fblv0	female	sa2	1.3275	TO	IH	0	0.0300	409.2	2327.1	2861.6	221.1
fblv0	female	sa2	1.5025	CARRY	AE	1	0.0600	628.9	1883.0	2317.1	184.6
fblv0	female	sa2	1.7425	CARRY	IY	0	0.1800	555.7	2394.3	2724.2	182.9
fblv0	female	sa2	1.8675	AN	AE	1	0.0700	713.5	2099.1	2892.9	0.0
fblv0	female	sa2	2.0675	OILY	OY	1	0.1300	586.2	1513.5	2475.6	176.3
fblv0	female	sa2	2.2775	OILY	IY	0	0.0900	427.8	1743.9	2420.6	176.6
fblv0	female	sa2	2.4525	RAG	AE	1	0.1400	631.4	2042.6	2693.8	153.5
fblv0	female	sa2	2.7225	LIKE	AY	1	0.0600	651.8	2034.8	2813.4	118.0
fblv0	female	sa2	3.0025	THAT	AE	1	0.1800	788.5	1930.9	2837.8	75.2
fblv0	female	si1058	0.5625	READINESS	EH	1	0.0600	500.4	2012.6	2784.9	221.7
fblv0	female	si1058	0.6575	READINESS	IY	0	0.0500	504.2	2386.7	2813.4	244.3
fblv0	female	si1058	0.7925	READINESS	AH	0	0.0400	887.6	2045.5	2934.4	256.8
fblv0	female	si1058	0.9875	EXERCISES	EH	1	0.0700	625.3	1955.5	2656.4	208.2
fblv0	female	si1058	1.1775	EXERCISES	ER	0	0.0300	434.8	2405.4	3280.7	204.3
fblv0	female	si1058	1.3825	EXERCISES	AY	2	0.1200	602.7	1863.7	2766.3	183.3
fblv0	female	si1058	1.5525	EXERCISES	AH	0	0.0400	435.5	1905.4	2997.8	195.2
fblv0	female	si1058	1.7475	ARE	AA	1	0.0700	733.8	1718.7	2937.7	0.0
fblv0	female	si1058	1.9075	ALMOST	AO	1	0.0300	774.9	1354.5	2765.3	173.5
fblv0	female	si1058	2.1425	ALMOST	OW	2	0.0400	520.8	1557.3	3046.2	197.9
fblv0	female	si1058	2.4275	CONTINUOUS	AH	0	0.0300	382.6	2086.4	2834.6	197.6
fblv0	female	si1058	2.6325	CONTINUOUS	IH	1	0.0400	351.8	2053.0	2903.7	193.6
fblv0	female	si1058	2.8425	CONTINUOUS	UW	0	0.0600	577.9	1374.7	2622.0	258.9
fblv0	female	si1058	2.9125	CONTINUOUS	AH	0	0.0800	759.8	2023.0	2822.4	277.4
fblv0	female	si1688	0.4225	SOMETHING	AH	1	0.0600	762.1	1566.4	3113.1	257.2
fblv0	female	si1688	0.6075	SOMETHING	IH	0	0.0500	573.9	2435.8	2814.8	283.6
fblv0	female	si1688	0.7375	ELSE	EH	1	0.0700	724.9	1874.9	2975.5	216.4
fblv0	female	si1688	1.0225	DISTRACTED	IH	2	0.0400	450.0	1916.1	3191.6	214.0
fblv0	female	si1688	1.3025	DISTRACTED	AE	1	0.1200	753.5	1766.8	2523.1	197.4
fblv0	female	si1688	1.5025	DISTRACTED	AH	0	0.0600	434.0	1980.7	2734.6	202.6
fblv0	female	si1688	1.7675	HIM	IH	1	0.1100	690.2	1873.6	2897.8	170.5
fblv0	female	si1688	2.2925	YET	EH	1	0.0600	610.4	1946.7	2965.0	205.6
fblv0	female	si1688	2.4825	THERE	EH	1	0.0400	479.5	1393.4	2548.2	207.4
fblv0	female	si1688	2.6375	WAS	AH	0	0.0300	449.7	1846.8	2894.4	195.7
fblv0	female	si1688	2.8775	NO	OW	1	0.1100	585.0	1812.3	2642.0	204.1
fblv0	female	si1688	3.2025	SOUND	AW	1	0.1800	741.2	1618.7	3012.1	182.9
fblv0	female	si1688	3.4825	ONLY	OW	1	0.1000	623.5	1337.8	3021.8	185.8
fblv0	female	si1688	3.6775	ONLY	IY	0	0.1100	383.3	2439.0	2869.0	181.8
fblv0	female	si1688	3.9275	TOMBLIKE	UW	1	0.1100	451.4	1835.5	2728.5	218.8
fblv0	female	si1688	4.1875	TOMBLIKE	AY	2	0.1300	762.3	1825.7	2842.4	190.8
fblv0	female	si1688	4.5275	SILENCE	AY	1	0.1300	762.6	1835.5	2708.1	170.2
fblv0	female	si1688	4.7525	SILENCE	AH	0	0.0800	762.4	1720.7	3237.5	353.9
fblv0	female	si2318	0.2125	DON'T	OW	1	0.1000	629.2	1668.0	2903.7	207.3
fblv0	female	si2318	0.4925	THEY	EY	1	0.0600	485.0	2195.5	3012.7	220.5
fblv0	female	si2318	0.7375	STILL	IH	1	0.0700	527.3	1618.9	2810.8	211.6
fblv0	female	si2318	0.9225	CALL	AO	1	0.0600	713.6	1288.6	2971.5	210.7
fblv0	female	si2318	1.1575	YOU	UW	1	0.0300	373.3	2257.3	3118.2	192.6
fblv0	female	si2318	1.3375	JUNIOR	UW	1	0.0500	471.1	2081.6	2725.2	191.6
fblv0	female	si2318	1.5725	JUNIOR	ER	0	0.1400	593.0	1949.6	2378.3	213.6
fblv0	female	si2318	1.6975	AS	AE	1	0.1100	642.3	1894.0	2833.2	206.9
fblv0	female	si2318	1.9675	THOUGH	OW	1	0.1100	592.3	1537.8	2738.6	185.4
fblv0	female	si2318	2.1775	YOU'RE	UH	1	0.0300	560.2	1811.1	2200.5	181.7
fblv0	female	si2318	2.2975	ABOUT	AH	0	0.0300	415.6	1714.9	3065.9	173.8
fblv0	female	si2318	2.4425	ABOUT	AW	1	0.1400	734.2	1805.4	2846.5	180.2
fblv0	female	si2318	2.6925	TEN	EH	1	0.0600	527.1	2204.0	2997.0	199.3
fblv0	female	si2318	2.9075	YEARS	ER	0	0.0900	456.3	2018.2	2999.4	194.6
fblv0	female	si2318	3.1325	OLD	OW	1	0.1800	599.5	1122.9	2906.9	182.3
fblv0	female	sx158	0.2325	THE	AH	0	0.0600	420.2	1989.3	3059.1	199.3
fblv0	female	sx158	0.4375	DRUNKARD	AH	1	0.0900	604.3	1713.9	2601.9	191.2
fblv0	female	sx158	0.6275	DRUNKARD	ER	0	0.0700	445.8	2052.9	3119.0	215.3
fblv0	female	sx158	0.7525	IS	IH	1	0.1000	521.9	2048.7	2927.6	190.7
fblv0	female	sx158	0.9325	A	AH	0	0.0400	528.7	1697.3	3043.6	181.4
fblv0	female	sx158	1.1275	SOCIAL	OW	1	0.0700	545.1	1646.5	2774.7	184.2
fblv0	female	sx158	1.3275	SOCIAL	AH	0	0.0300	526.8	1496.9	2890.6	204.6
fblv0	female	sx158	1.5125	OUTCAST	AW	1	0.2000	897.3	1645.0	2754.0	177.8
fblv0	female	sx158	1.8275	OUTCAST	AE	2	0.1300	723.3	1754.4	2838.4	212.0
fblv0	female	sx248	0.2275	READING	IY	1	0.1300	407.0	2373.6	3073.7	209.8
fblv0	female	sx248	0.3625	READING	IH	0	0.0600	439.2	2548.0	3029.4	222.7
fblv0	female	sx248	0.5125	IN	IH	1	0.0600	550.3	2176.2	3137.6	196.6
fblv0	female	sx248	0.7625	POOR	UH	1	0.0400	599.1	1234.8	2291.3	211.5
fblv0	female	sx248	1.0325	LIGHT	AY	1	0.1400	611.5	2216.9	2963.8	182.3
