speaker	gender	file	t	word	vowel	stress	duration	f1	f2	f3	f0
fcjf0	female	sa1	0.3225	SHE	IY	1	0.0800	486.2	2467.9	3185.1	244.9
fcjf0	female	sa1	0.5025	HAD	AE	1	0.1000	595.1	2067.0	2976.7	241.6
fcjf0	female	sa1	0.6825	YOUR	UH	1	0.0400	468.7	1956.1	3061.4	201.9
fcjf0	female	sa1	0.8525	DARK	AA	1	0.1000	740.4	1674.1	2767.3	221.5
fcjf0	female	sa1	1.1975	SUIT	UW	1	0.1700	464.0	1698.0	2904.9	232.6
fcjf0	female	sa1	1.3275	IN	AH	0	0.0300	501.4	1929.1	2874.8	269.0
fcjf0	female	sa1	1.5525	GREASY	IY	1	0.0400	431.5	2186.3	2858.7	207.8
fcjf0	female	sa1	1.7325	GREASY	IY	0	0.0600	431.1	1368.3	2896.4	223.5
fcjf0	female	sa1	1.9175	WASH	AA	1	0.1100	687.4	1309.6	2681.4	191.7
fcjf0	female	sa1	2.1775	WATER	AO	1	0.0900	568.0	1105.9	2852.3	182.3
fcjf0	female	sa1	2.2925	WATER	ER	0	0.0800	548.6	1430.6	2196.6	175.8
fcjf0	female	sa1	2.3675	ALL	AO	1	0.0700	622.7	1170.0	2721.4	176.4
fcjf0	female	sa1	2.7075	YEAR	IH	1	0.0300	513.5	1955.0	2451.2	165.0
fcjf0	female	sa2	0.2075	DON'T	OW	1	0.0700	683.8	1682.7	2894.6	208.5
fcjf0	female	sa2	0.3525	ASK	AE	1	0.1000	746.6	1927.7	3058.6	231.8
fcjf0	female	sa2	0.5775	ME	IY	1	0.0300	593.1	1908.7	2971.8	230.4
fcjf0	female	sa2	0.6525	TO	IH	0	0.0400	410.6	2340.8	2963.6	207.4
fcjf0	female	sa2	0.8225	CARRY	AE	1	0.0800	651.8	1874.7	2420.6	214.1
fcjf0	female	sa2	0.9375	CARRY	IY	0	0.0300	559.1	2041.9	2632.7	200.7
fcjf0	female	sa2	0.9675	AN	AH	0	0.0300	556.1	1990.3	2856.5	192.9
fcjf0	female	sa2	1.0775	OILY	OY	1	0.0300	730.3	1535.9	2942.5	196.4
fcjf0	female	sa2	1.3175	OILY	IY	0	0.0500	453.3	1502.4	2509.3	195.3
fcjf0	female	sa2	1.4825	RAG	AE	1	0.1800	700.6	1941.0	2864.1	189.0
fcjf0	female	sa2	1.6675	LIKE	AY	1	0.0500	500.2	1927.0	2867.5	163.8
fcjf0	female	sa2	1.9175	THAT	AE	1	0.1300	748.9	1803.8	2846.9	154.0
fcjf0	female	si1027	0.1825	EVEN	IY	1	0.2200	388.2	2589.5	3216.6	276.7
fcjf0	female	si1027	0.3525	EVEN	AH	0	0.0600	529.0	2047.9	3018.0	247.7
fcjf0	female	si1027	0.5625	THEN	EH	1	0.1400	783.9	2123.1	3139.5	210.4
fcjf0	female	si1027	0.9275	IF	IH	1	0.0900	516.6	2236.9	3004.8	0.0
fcjf0	female	si1027	1.1175	SHE	IY	1	0.0500	413.5	2182.5	3181.2	204.1
fcjf0	female	si1027	1.2825	TOOK	UH	1	0.0800	406.3	1383.4	3112.7	197.7
fcjf0	female	si1027	1.4725	ONE	AH	1	0.0600	707.8	1574.1	2521.8	208.0
fcjf0	female	si1027	1.6975	STEP	EH	1	0.0700	513.5	1639.1	2832.4	105.1
fcjf0	female	si1027	1.9375	FORWARD	AO	1	0.1300	659.0	1162.7	2700.7	202.5
fcjf0	female	si1027	2.1075	FORWARD	ER	0	0.0300	431.0	2044.1	2944.5	206.2
fcjf0	female	si1027	2.2825	HE	IY	1	0.0600	382.0	2368.0	2946.8	196.6
fcjf0	female	si1027	2.4225	COULD	UH	1	0.0600	405.5	1853.0	2901.4	200.4
fcjf0	female	si1027	2.6325	CATCH	AE	1	0.1200	729.4	1982.1	2762.6	87.5
fcjf0	female	si1027	2.8775	HER	ER	1	0.0900	571.8	1792.7	2817.6	75.0
fcjf0	female	si1657	0.1475	OR	AO	1	0.0900	526.8	1098.2	2874.6	257.1
fcjf0	female	si1657	0.3425	BORROW	AA	1	0.1000	728.6	1364.0	2323.3	217.3
fcjf0	female	si1657	0.4625	BORROW	OW	2	0.0400	600.6	1402.8	2674.9	239.5
fcjf0	female	si1657	0.6575	SOME	AH	1	0.0300	401.6	1563.0	2813.2	225.4
fcjf0	female	si1657	0.8175	MONEY	AH	1	0.0500	783.6	1578.8	2869.3	214.5
fcjf0	female	si1657	0.9275	MONEY	IY	0	0.0500	444.6	2100.8	2889.7	218.2
fcjf0	female	si1657	1.0875	FROM	AH	1	0.0300	448.2	2016.9	2902.5	196.6
fcjf0	female	si1657	1.2825	SOMEONE	AH	1	0.0600	788.2	1345.4	3149.9	201.6
fcjf0	female	si1657	1.4875	SOMEONE	AH	2	0.0900	732.3	1614.7	3080.1	201.7
fcjf0	female	si1657	1.7025	AND	AE	1	0.0800	701.1	2285.9	3013.0	182.3
fcjf0	female	si1657	1.9325	GO	OW	1	0.0600	984.0	1758.6	2837.1	197.8
fcjf0	female	si1657	2.0575	HOME	OW	1	0.0900	774.2	2402.6	3345.9	188.8
fcjf0	female	si1657	2.2225	BY	AY	1	0.0800	550.6	1746.9	2776.8	179.1
fcjf0	female	si1657	2.4475	BUS	AH	1	0.1500	727.1	1400.1	2965.6	159.8
fcjf0	female	si648	0.1275	A	AH	0	0.0300	1185.2	2128.8	3089.3	218.8
fcjf0	female	si648	0.2825	SAILBOAT	EY	1	0.0600	537.9	1946.6	2966.6	227.8
fcjf0	female	si648	0.4575	SAILBOAT	OW	2	0.1100	591.9	1089.6	2876.1	235.0
fcjf0	female	si648	0.6575	MAY	EY	1	0.1100	573.8	2213.5	3084.1	219.9
fcjf0	female	si648	0.8075	HAVE	AE	1	0.0700	734.2	1680.4	2797.2	210.3
fcjf0	female	si648	0.9375	A	AH	0	0.0500	483.8	1311.4	2719.6	194.1
fcjf0	female	si648	1.1225	BONE	OW	1	0.1400	758.4	1029.5	3206.1	203.3
fcjf0	female	si648	1.2925	IN	AH	0	0.0800	574.1	1964.3	3052.4	203.1
fcjf0	female	si648	1.4975	HER	ER	0	0.0300	465.1	2216.1	2671.9	203.2
fcjf0	female	si648	1.6725	TEETH	IY	1	0.1200	416.0	2376.7	2994.5	205.5
fcjf0	female	si648	1.9175	ONE	AH	1	0.0300	659.3	1494.9	3038.1	204.0
fcjf0	female	si648	2.0925	MINUTE	IH	1	0.0400	708.7	2050.5	3076.4	202.7
fcjf0	female	si648	2.1875	MINUTE	AH	0	0.0300	677.4	2148.2	3126.1	200.9
fcjf0	female	si648	2.2575	AND	AE	1	0.0500	702.1	1912.3	3050.8	227.8
fcjf0	female	si648	2.4475	LIE	AY	1	0.1100	706.9	1824.7	2932.1	183.8
fcjf0	female	si648	2.5675	BECALMED	IH	0	0.0300	1359.5	2381.5	3460.8	0.0
fcjf0	female	si648	2.7775	BECALMED	AA	1	0.1100	805.2	1343.9	3124.7	187.7
fcjf0	female	si648	2.9575	THE	AH	0	0.0300	392.1	1879.4	2935.5	190.3
fcjf0	female	si648	3.1275	NEXT	EH	1	0.1500	739.6	2067.1	2889.2	162.9
fcjf0	female	sx127	0.2275	THE	IY	0	0.1300	423.8	2406.0	3018.6	166.7
fcjf0	female	sx127	0.3275	EMPEROR	EH	1	0.0700	739.5	1807.6	2591.5	104.4
fcjf0	female	sx127	0.5175	EMPEROR	ER	0	0.0500	518.0	1594.0	2518.4	234.2
fcjf0	female	sx127	0.5575	EMPEROR	ER	0	0.0300	635.5	1883.3	2835.7	221.7
fcjf0	female	sx127	0.6925	HAD	AE	1	0.0800	698.8	1851.6	2911.3	193.0
fcjf0	female	sx127	0.7825	A	AH	0	0.0400	453.0	1881.6	2590.1	184.7
fcjf0	female	sx127	0.9325	MEAN	IY	1	0.1000	664.8	2628.9	3164.0	206.4
fcjf0	female	sx127	1.1825	TEMPER	EH	1	0.0800	758.5	1866.9	3023.1	187.7
fcjf0	female	sx127	1.3875	TEMPER	ER	0	0.1100	531.4	1575.6	2184.0	84.6
fcjf0	female	sx217	0.2775	HOW	AW	1	0.0700	710.2	1322.1	2672.0	248.5
fcjf0	female	sx217	0.4525	PERMANENT	ER	1	0.0800	584.5	1420.5	2331.6	275.0
fcjf0	female	sx217	0.5775	PERMANENT	AH	0	0.0300	507.2	1763.4	2876.1	251.4
fcjf0	female	sx217	0.6425	PERMANENT	AH	0	0.0400	729.3	1932.0	3009.3	222.1
fcjf0	female	sx217	0.7875	ARE	AA	1	0.1100	812.6	1430.3	2926.0	195.8
fcjf0	female	sx217	0.9775	THEIR	EH	1	0.0900	555.3	1742.0	2357.8	183.5
fcjf0	female	sx217	1.1325	RECORDS	EH	1	0.0800	633.9	1913.9	2751.5	174.7
fcjf0	female	sx217	1.3525	RECORDS	ER	0	0.0800	441.1	1911.6	3095.8	214.9
fcjf0	female	sx307	0.1575	THE	AH	0	0.0300	379.2	1938.2	2680.8	206.7
fcjf0	female	sx307	0.3075	MEETING	IY	1	0.1100	440.9	2415.3	3319.1	217.1
fcjf0	female	sx307	0.4175	MEETING	IH	0	0.0500	499.4	2565.4	3074.2	243.3
fcjf0	female	sx307	0.5475	IS	AH	0	0.0300	531.2	1821.2	2926.7	201.3
fcjf0	female	sx307	0.7775	NOW	AW	1	0.1500	781.2	1340.9	2884.3	197.0
fcjf0	female	sx307	0.8775	ADJOURNED	AH	0	0.0500	426.9	2007.8	3120.2	217.6
fcjf0	female	sx307	1.1025	ADJOURNED	ER	1	0.1200	731.8	1633.1	2373.1	174.3
fcjf0	female	sx37	0.2225	CRITICAL	IH	1	0.0600	486.1	1829.2	2453.8	241.6
fcjf0	female	sx37	0.3075	CRITICAL	IH	0	0.0300	340.2	1672.1	3126.2	133.3
fcjf0	female	sx37	0.4675	CRITICAL	AH	0	0.0500	474.2	1386.4	3132.2	243.4
fcjf0	female	sx37	0.5375	EQUIPMENT	IH	0	0.0300	1051.4	1619.9	3056.9	220.3
fcjf0	female	sx37	0.7225	EQUIPMENT	IH	1	0.0600	414.9	1552.7	2676.9	85.9
fcjf0	female	sx37	0.8375	EQUIPMENT	AH	0	0.0300	536.4	2248.9	3254.6	234.5
fcjf0	female	sx37	0.9975	NEEDS	IY	1	0.0900	380.9	2363.7	3107.9	95.4
fcjf0	female	sx37	1.2975	PROPER	AA	1	0.0900	757.0	1375.7	2436.0	197.3
fcjf0	female	sx37	1.4575	PROPER	ER	0	0.0500	443.6	1552.1	2425.5	216.1
fcjf0	female	sx37	1.5975	MAINTENANCE	EY	1	0.0700	793.2	2264.3	3056.0	189.1
fcjf0	female	sx37	1.7875	MAINTENANCE	AH	0	0.0300	574.2	1918.9	2875.6	240.2
fcjf0	female	sx37	1.8775	MAINTENANCE	AH	0	0.0300	596.4	1923.0	2932.3	79.3
fcjf0	female	sx397	0.2275	TIM	IH	1	0.0900	543.0	2089.0	2945.6	237.6
fcjf0	female	sx397	0.4625	TAKES	EY	1	0.0800	481.7	2359.8	2839.1	247.8
fcjf0	female	sx397	0.7425	SHEILA	IY	1	0.1000	467.6	2218.0	2830.0	231.0
fcjf0	female	sx397	0.9075	SHEILA	AH	0	0.0500	456.7	1830.4	2950.6	234.2
fcjf0	female	sx397	0.9825	TO	AH	0	0.0400	913.8	2124.6	3177.2	93.1
fcjf0	female	sx397	1.1975	SEE	IY	1	0.0700	407.2	2225.5	2849.9	204.4
fcjf0	female	sx397	1.3825	MOVIES	UW	1	0.0800	428.3	1058.5	2942.8	209.2
fcjf0	female	sx397	1.5425	MOVIES	IY	0	0.0400	417.0	2021.1	2980.6	209.7
fcjf0	female	sx397	1.8025	TWICE	AY	1	0.0800	538.6	1786.4	2843.6	98.7
fcjf0	female	sx397	1.9675	A	AH	0	0.0700	441.5	1170.7	2985.6	246.6
