speaker	gender	file	t	word	vowel	stress	duration	f1	f2	f3	f0
fbcg1	female	sa1	0.3075	SHE	IY	1	0.0700	440.6	2631.7	3403.7	221.0
fbcg1	female	sa1	0.4575	HAD	AE	1	0.1300	783.7	2330.5	3051.6	230.0
fbcg1	female	sa1	0.6275	YOUR	UH	1	0.0300	526.7	2103.5	2317.2	271.9
fbcg1	female	sa1	0.7875	DARK	AA	1	0.1100	807.9	1524.1	2424.7	248.5
fbcg1	female	sa1	1.1625	SUIT	UW	1	0.1800	447.7	2252.2	2802.9	221.8
fbcg1	female	sa1	1.4025	IN	IH	1	0.1000	576.1	2513.8	3289.0	229.6
fbcg1	female	sa1	1.6525	GREASY	IY	1	0.0600	526.4	2434.5	3020.2	242.2
fbcg1	female	sa1	1.8375	GREASY	IY	0	0.0500	485.2	1435.2	2804.4	258.8
fbcg1	female	sa1	2.0075	WASH	AA	1	0.0900	833.4	1500.9	2771.2	209.4
fbcg1	female	sa1	2.2575	WATER	AO	1	0.0900	750.7	1308.2	2627.6	190.1
fbcg1	female	sa1	2.3975	WATER	ER	0	0.1300	624.4	1469.8	1976.8	181.9
fbcg1	female	sa1	2.5125	ALL	AO	1	0.1000	729.6	1127.4	2934.1	182.8
fbcg1	female	sa1	2.8425	YEAR	IH	1	0.0600	523.8	1780.7	2075.9	171.6
fbcg1	female	sa2	0.2675	DON'T	OW	1	0.1900	726.0	1065.0	3003.1	250.6
fbcg1	female	sa2	0.4775	ASK	AE	1	0.1700	976.3	2293.6	3176.4	211.2
fbcg1	female	sa2	0.8275	ME	IY	1	0.1100	570.5	2787.1	3408.9	251.6
fbcg1	female	sa2	0.9975	TO	IH	0	0.0500	425.7	2224.2	2831.4	206.2
fbcg1	female	sa2	1.2275	CARRY	AE	1	0.1100	646.7	2158.6	2707.0	211.4
fbcg1	female	sa2	1.4225	CARRY	IY	0	0.1400	457.7	2698.3	3273.2	234.1
fbcg1	female	sa2	1.5325	AN	AE	1	0.0800	786.3	2269.3	3372.9	179.7
fbcg1	female	sa2	1.7725	OILY	OY	1	0.2000	662.3	1232.0	2550.7	218.1
fbcg1	female	sa2	1.9475	OILY	IY	0	0.0900	445.7	2105.2	2588.2	240.0
fbcg1	female	sa2	2.1425	RAG	AE	1	0.1200	779.0	2042.5	2954.7	195.6
fbcg1	female	sa2	2.3575	LIKE	AY	1	0.0700	698.1	2143.1	2763.2	169.8
fbcg1	female	sa2	2.6275	THAT	AE	1	0.2100	803.9	1894.9	3011.5	166.3
fbcg1	female	si1612	0.2125	THEY'VE	EY	1	0.1200	498.1	2462.9	3087.6	202.1
fbcg1	female	si1612	0.3875	NEVER	EH	1	0.1100	701.7	2129.6	2919.9	225.1
fbcg1	female	si1612	0.5375	NEVER	ER	0	0.0700	581.8	1464.7	1977.9	243.1
fbcg1	female	si1612	0.7425	MET	EH	1	0.1600	802.2	2199.6	3290.6	255.8
fbcg1	female	si1612	1.0775	YOU	UW	1	0.0300	358.7	1738.8	3025.0	173.7
fbcg1	female	si1612	1.2675	KNOW	OW	1	0.2500	699.8	1291.4	2997.4	184.3
fbcg1	female	si2242	0.3125	TWENTY	EH	1	0.0400	677.2	2212.9	3106.3	240.4
fbcg1	female	si2242	0.4725	TWENTY	IY	0	0.0600	278.5	2336.8	3363.7	267.4
