speaker	gender	file	t	word	vowel	stress	duration	f1	f2	f3	f0
faem0	female	sa1	0.2975	SHE	IY	1	0.0700	447.9	2413.0	2999.4	224.3
faem0	female	sa1	0.4475	HAD	AE	1	0.0500	519.6	2024.5	2814.2	180.2
faem0	female	sa1	0.6025	YOUR	UH	1	0.0400	486.6	1758.0	2072.7	188.3
faem0	female	sa1	0.8025	DARK	AA	1	0.1000	692.8	1269.9	1848.7	172.1
faem0	female	sa1	1.2025	SUIT	UW	1	0.1200	405.3	1742.1	2482.8	202.7
faem0	female	sa1	1.3775	IN	AH	0	0.0700	508.4	2231.4	2754.3	185.6
faem0	female	sa1	1.6775	GREASY	IY	1	0.0700	397.4	2195.6	2497.8	192.9
faem0	female	sa1	1.8725	GREASY	IY	0	0.0600	414.7	1698.5	2579.8	211.3
faem0	female	sa1	2.0725	WASH	AA	1	0.0800	707.6	1276.7	2229.9	168.8
faem0	female	sa1	2.4075	WATER	AO	1	0.0700	678.2	1371.9	2452.5	154.4
faem0	female	sa1	2.5375	WATER	ER	0	0.1300	603.9	1286.2	1687.9	155.7
faem0	female	sa1	2.6975	ALL	AO	1	0.1900	724.8	1061.9	2850.7	79.4
faem0	female	sa1	3.1025	YEAR	IH	1	0.0600	534.7	1742.9	2057.0	148.6
faem0	female	sa2	0.2375	DON'T	OW	1	0.1100	607.2	1253.9	2638.8	231.4
faem0	female	sa2	0.4125	ASK	AE	1	0.1200	693.1	1961.8	2775.4	222.9
faem0	female	sa2	0.7425	ME	IY	1	0.0800	428.1	2346.2	3009.2	213.6
faem0	female	sa2	0.8775	TO	IH	0	0.0300	477.2	2251.7	2784.8	208.2
faem0	female	sa2	1.0675	CARRY	AE	1	0.0300	562.6	1837.0	2027.3	186.7
faem0	female	sa2	1.2325	CARRY	IY	0	0.0800	401.3	2205.8	2754.8	195.9
faem0	female	sa2	1.2925	AN	AH	0	0.0400	532.8	1877.4	2811.3	177.6
faem0	female	sa2	1.5025	OILY	OY	1	0.1400	514.5	1563.6	2573.2	163.2
faem0	female	sa2	1.6825	OILY	IY	0	0.1200	409.3	1979.6	2420.3	192.2
faem0	female	sa2	1.9275	RAG	AE	1	0.1700	684.4	1925.6	2629.9	153.6
faem0	female	sa2	2.1975	LIKE	AY	1	0.0700	581.1	1780.0	2512.4	133.7
faem0	female	sa2	2.4875	THAT	AE	1	0.1700	759.6	1830.0	2706.3	66.1
faem0	female	si1392	0.1425	ASSUME	AH	0	0.0800	618.4	1674.0	2823.8	193.0
faem0	female	si1392	0.4075	ASSUME	UW	1	0.0700	521.0	1949.9	2770.9	235.6
faem0	female	si1392	0.6975	FOR	AO	1	0.0900	533.9	1103.6	1997.9	172.0
faem0	female	si1392	0.8175	EXAMPLE	IH	0	0.0300	422.0	1622.4	2343.3	145.2
faem0	female	si1392	1.0075	EXAMPLE	AE	1	0.1100	586.4	1876.2	2797.5	145.9
faem0	female	si1392	1.1575	EXAMPLE	AH	0	0.0500	574.8	980.0	2955.4	148.4
faem0	female	si1392	1.3475	A	AH	0	0.0700	558.2	1553.7	2970.2	0.0
faem0	female	si1392	1.5475	SITUATION	IH	2	0.0300	443.8	1939.2	2866.1	212.2
faem0	female	si1392	1.7575	SITUATION	UW	0	0.1100	455.7	1129.4	2460.3	228.8
